date,ema_indicator40,adj_close,average_true_range5,cumulative_return,sma_indicator25,ema_indicator20,sma_indicator5,ema_indicator10,ema_indicator45,volume,roc20,average_true_range45,low,close,ema_indicator15,ema_indicator5,average_true_range30,open,average_true_range50,acc_dist_index,sma_indicator20,sma_indicator10,ulcer_index45,average_true_range25,ema_indicator50,sma_indicator45,sma_indicator35,sma_indicator15,ema_indicator25,sma_indicator50,sma_indicator40,ema_indicator35,ema_indicator30,average_true_range40,high,sma_indicator30,average_true_range35
2015-03-31,30.988025066984463,28.358605999999998,0.6090839295447026,13.81139668892346,31.590299799999993,31.368813950227576,31.083499800000006,31.311483292775055,30.85793726157888,168362400,-3.8110698824984586,0.6791718103598396,31.09,31.33,31.367499421410855,31.22494551359013,0.6695610297723157,31.522499,0.6813199064605979,-437289990.95729244,31.411374799999987,31.436,3.9563654753397075,0.6611737833275652,30.728018516280308,31.19488868888889,31.70814262857143,31.32849973333333,31.31700432229348,30.859149860000002,31.474624800000004,31.113527006713195,31.226924160916067,0.6774294434479137,31.622498999999998,31.757249799999993,0.6742908784792974
2015-04-01,30.991657990546194,28.317581,0.5882673436357628,13.64675752309521,31.544899879999992,31.339641193063045,31.127000000000002,31.26621360317959,30.866831293684147,162485600,-3.337476479693561,0.6753013479073988,30.775,31.8375,31.3293744937345,31.170797009060088,0.664075695446572,31.205,0.6777935283313861,-414767600.87410486,31.357749899999988,31.3305,4.0425528588547435,0.6549268719944626,30.74113543721049,31.278833133333332,31.724071228571432,31.361999799999996,31.297427066732446,30.93679986,31.509624800000005,31.110692173006903,31.216316150534386,0.6731187323617159,31.280001000000002,31.719999799999993,0.6694540248084604
2015-04-02,31.00816247881223,28.561445000000003,0.5391134749086101,14.625445897740775,31.493899879999994,31.338722984199897,31.181000200000007,31.27781112987421,30.886969063523967,128880400,-0.8622766913289612,0.6679057179539011,31.047501,31.502501000000002,31.32945268201769,31.223864672706725,0.6533564389316862,31.2575,0.6710876177647583,-331041888.60717297,31.344124849999993,31.276,4.133184472880336,0.6424297171146841,30.764228165163026,31.334444266666665,31.72721411428572,31.376499866666663,31.299932676983797,31.015649840000002,31.545624825000004,31.122875941173184,31.223650592435394,0.6648532140526731,31.389999,31.693916499999997,0.6601124240996472
2015-04-06,31.04861796765066,29.024101,0.5902909799268886,16.482209823470217,31.482799799999995,31.38622555713324,31.386000200000005,31.37957274262435,30.928296495544664,148776000,0.5924170616113744,0.6707300575549255,31.0825,31.4,31.392958596765478,31.428409781804483,0.6580779243006301,31.1175,0.6735658854094632,-197237413.8656331,31.35349984999999,31.312249999999995,4.1814169607876535,0.6485325684300969,30.80631725672526,31.381388711111114,31.733571257142863,31.439166599999997,31.341284009523505,31.090399840000003,31.591937300000005,31.162577277774673,31.26325378002021,0.6681069087013564,31.877501000000002,31.67599983333333,0.6639663834110859
2015-04-07,31.070758603375015,28.718702,0.5792323839415098,15.25656635873045,31.451999879999995,31.397299408834836,31.368000200000004,31.401923334874468,30.953261908781855,140049200,-0.8887808714802511,0.6677137896092604,31.495001000000002,31.639999,31.406651397169792,31.453106854536323,0.6539752601572756,31.91,0.6707945277012738,-333359986.10253847,31.339374899999996,31.28225009999999,4.248584834104205,0.6439911856928927,30.83361857999094,31.43055537777778,31.725928428571432,31.456833399999994,31.353685316483237,31.155549840000003,31.636187325,31.181461929009412,31.27868908453504,0.6647791859838224,32.029999,31.617749866666664,0.6602815724564833
2015-04-08,31.08681915930794,28.625265000000002,0.5348859071532082,14.881551266806902,31.41439987999999,31.397556607993423,31.42650020000001,31.401573637624566,30.97268530405221,149316800,0.8754284515162211,0.6608201498401658,31.2425,31.775,31.40581997252357,31.43540456969088,0.6440927514853665,31.4625,0.6645286371472484,-351110934.3542883,31.352999849999993,31.25499999999999,4.328655971986842,0.632531538265177,30.855829616069727,31.469277622222226,31.709999857142865,31.432833399999993,31.357247984446065,31.218049840000003,31.672937325000003,31.193602932953333,31.2865155952102,0.6570972063342269,31.6,31.56299986666666,0.6516306703862982
2015-04-09,31.11380354178072,28.844051,0.5239085257225664,15.759623159242665,31.39459991999999,31.420646359613098,31.54200000000001,31.444923703511005,31.001698943006463,129936000,3.534031529254965,0.6568019020659398,31.165001,31.7125,31.435092350958122,31.503602713127258,0.6386229597691876,31.4625,0.6608380444043034,-223882481.3950113,31.406999849999995,31.33449999999999,4.3883143220375,0.62643023673457,30.886581356616013,31.51322204444445,31.69457125714286,31.400999999999993,31.378998062565604,31.30514982,31.701312325000004,31.218402714455923,31.309320976164383,0.6526697511758711,31.645,31.544416566666662,0.646726908375261
2015-04-10,31.146057027547513,28.967117,0.5166266205780523,16.253544315375468,31.401499879999992,31.45439432536423,31.631000000000007,31.50493757559991,31.03532072809314,160752000,2.1293725071714715,0.6530396153533633,31.315001000000002,31.575001,31.47758080708836,31.594068475418172,0.6335854944435478,31.487499,0.6573712635162172,-81266641.6743145,31.440124899999994,31.40600009999999,4.437861128953198,0.620872987265187,30.921421303415386,31.555110955555563,31.684928428571435,31.394333333333325,31.40945975006056,31.364099840000005,31.715187350000008,31.24932478587504,31.33936478415378,0.6485404823964742,31.8025,31.516749899999994,0.6421775395645392
2015-04-13,31.17368839205739,28.910142999999998,0.511301696462442,16.024878807280697,31.403999879999994,31.478975818186687,31.606000000000005,31.542676198218107,31.06476330513257,145460400,2.637757185460217,0.6494165572343996,31.6525,31.695,31.506945706202313,31.633545650278784,0.6287993779620963,32.092499,0.6540238782458928,-191104231.97149774,31.480874949999993,31.496000099999986,4.491076201804378,0.6156381477745796,30.952443997399097,31.59349982222223,31.665999857142864,31.410166666666655,31.432770538517442,31.403849840000007,31.71762485000001,31.275056742215313,31.363438023885795,0.6445770203365624,32.142502,31.50333316666666,0.6378296670055523
2015-04-14,31.193264616835076,28.784796000000004,0.4780411571699538,15.521818348120364,31.395599919999995,31.48812107359748,31.620500000000003,31.54855343490572,31.0869475527355,102098400,1.0804386100180448,0.6426517226291908,31.477501,31.5425,31.515452617927025,31.614030766852522,0.6193393653633598,31.75,0.647843380680975,-235494673.39770493,31.497750049999997,31.49425009999998,4.551697243502773,0.6048125818635964,30.976857997501092,31.634444288888897,31.61814274285715,31.39500006666665,31.44371134324687,31.449549840000003,31.712749875000007,31.291720312092238,31.377087248151227,0.6370875698281484,31.8225,31.48008323333333,0.6294630765196795
2015-04-15,31.217739513574827,28.894184000000003,0.4384325257359622,15.960852465014174,31.418299879999996,31.507823828492956,31.6795,31.575180083104676,31.113384615660046,115881600,-0.20465994962217027,0.6345927510152086,31.502501000000002,31.1875,31.537896040686146,31.64102051123502,0.6080279865179143,31.602501,0.6404864730673555,-192038762.99834406,31.49450005,31.55300009999998,4.604696757793298,0.5918199985890524,31.005020428971637,31.673666511111115,31.579642742857146,31.396499999999985,31.46304123992019,31.490299860000004,31.706187375000006,31.314124739198224,31.397597748270506,0.6281603305824446,31.782498999999998,31.45858323333333,0.6194783600476885
2015-04-16,31.233581488522397,28.755165,0.40024602058876957,15.402908625262967,31.457599919999996,31.511126321017436,31.660000200000002,31.569238249812916,31.13204180628352,113476000,-1.7903012376430272,0.6259906898815373,31.5275,31.9,31.538471535600376,31.608180340823345,0.5960103869673171,31.57,0.6326267436060085,-291760096.33167684,31.465750050000004,31.601000099999982,4.667897814581712,0.5780471986454903,31.026098059208046,31.696722088888894,31.56092851428572,31.443000066666652,31.469153452234025,31.527899860000005,31.690249875000006,31.32681225368721,31.406946280640152,0.6186438223178834,31.775,31.438833299999995,0.6088504069034688
2015-04-17,31.2313336110335,28.431535999999998,0.4056968164710161,14.104088539284731,31.46059996,31.480304766634823,31.5425002,31.499831295301476,31.134453032097284,207828000,-2.156862745098039,0.6215797856619476,31.115,31.727501,31.49460009365033,31.4679535605489,0.5903933740684066,31.387501,0.6285242087338883,-427837953.4745327,31.431375050000003,31.586750099999982,4.758604960397077,0.5720253106996708,31.03242754708224,31.695999888888895,31.52042851428572,31.45150013333332,31.447487802062177,31.55384988000001,31.667124900000005,31.31907268403792,31.392788456082723,0.6138652267599364,31.535,31.42499993333333,0.6036689667062269
2015-04-20,31.26395148366601,29.081076,0.49305725317681215,16.71087533156499,31.5007,31.52027574124103,31.5800002,31.5725892416103,31.167737682875664,188217200,1.3502779984114286,0.6264891015361265,31.2925,32.154999,31.54527508194404,31.611969040365935,0.598796894932793,31.3925,0.6328037045592104,-305974871.3317766,31.45262505,31.593000099999983,4.796941788925869,0.5828442582716837,31.06644999621627,31.70233322222223,31.514285600000008,31.52400013333332,31.48229643267278,31.59214986000001,31.65524990000001,31.35134642381359,31.425511781496745,0.619581071090938,32.029999,31.43333326666666,0.6104926819431918
2015-04-21,31.286563655194495,28.923824,0.47094560254144957,16.079762187871594,31.52030008,31.540011480170456,31.6105002,31.60075501586297,31.19207521840281,129740400,-0.23582737206193938,0.6210670992797681,31.6675,32.4175,31.568053321701033,31.65047969357729,0.5915869651016998,32.025002,0.6277976104680262,-395011615.9475796,31.4488751,31.615500099999984,4.845263449197205,0.5748304479408164,31.092373564992105,31.70138880000001,31.49871422857144,31.533000133333317,31.501158322467184,31.632049880000007,31.617187425000008,31.37224390026839,31.444994956884052,0.6136540193136645,32.049999,31.43141663333333,0.6039785767448149
2015-04-22,31.328926354941103,29.313540000000003,0.5042562820331593,17.643826945943463,31.536100039999997,31.598581720154222,31.702500000000004,31.701526649342426,31.2339414697766,150618000,1.523397220825713,0.6214322526291066,31.58,32.57,31.641421531488405,31.818652795718194,0.5931173662649765,31.747498999999998,0.6279916382586657,-273926603.4503052,31.472999999999995,31.690999999999985,4.870070519890177,0.5773371900231836,31.134045150678688,31.70577766666668,31.4934284857143,31.602833399999984,31.55145375920048,31.67654986000001,31.594999900000012,31.415730294697923,31.490801669343146,0.6142501438308228,32.217499,31.46566656666666,0.6049363031235344
2015-04-23,31.38202750835861,29.552843,0.5174050256265275,18.604225738589577,31.548100039999998,31.676573937282388,31.877500000000005,31.831703622189256,31.285400536308053,183083600,5.098074407459047,0.6202893136817931,32.035,33.162498,31.738431340052355,32.01826853047879,0.5923467873894772,32.075001,0.6268318054934924,-211292740.29241043,31.551625049999995,31.768750099999988,4.8843519306664085,0.5770437024222563,31.18437671339717,31.711055444444455,31.501499971428586,31.693166733333317,31.618072700800447,31.714799880000008,31.60049995000001,31.4713841672147,31.55058865841778,0.6131438902350522,32.605,31.527583266666664,0.6039381230342905
2015-04-24,31.439977385999654,29.691864000000002,0.48392442050122264,19.162169578340805,31.57590004,31.761662133731686,32.154,31.965939327245753,31.341252686903356,178103600,4.8615616504044405,0.6142829289333088,32.307499,32.639998999999996,31.84237742254581,32.20217902031919,0.5842686278098281,32.622501,0.6212952093836226,-122241449.15693355,31.6271251,31.84825009999999,4.893757263535008,0.5679620343253662,31.238714881499245,31.72122213333334,31.529142800000013,31.775833399999986,31.691297877661952,31.74179990000001,31.59962495000001,31.532418380147217,31.61635713206825,0.606565342979176,32.657501,31.576166633333333,0.5966828052333109
2015-04-27,31.524002781804548,30.232006,0.5296397364009787,21.329911277782855,31.64339996,31.895075073376287,32.406499600000004,32.1834954495647,31.420437265733646,387816800,7.626768356997969,0.616465552734791,32.787498,32.16,32.00739249472758,32.522285346879464,0.5885430402161673,33.077498999999996,0.6231193251959501,77539401.76638937,31.744625000000003,31.993249899999988,4.893914502707491,0.5737435929523517,31.31415735673457,31.738722088888895,31.572357028571435,31.864166599999983,31.804467117841803,31.77274986000001,31.625812350000007,31.622978359027925,31.716108155805784,0.6092137344046966,33.282501,31.6516666,0.5999918965123592
2015-04-28,31.578441621716518,29.755684000000002,0.6722109891207821,19.418271288758792,31.67689992,31.96602020924521,32.5889992,32.26649609509839,31.47346168896262,475696000,3.3156539268606613,0.6303773404517956,32.392502,31.2875,32.08646830788663,32.56152323125298,0.6103414722089616,33.615002000000004,0.635506858692031,-208645593.10844588,31.796999900000003,32.09974969999999,4.8995473464510635,0.6004936892342575,31.366151146666546,31.72516651111112,31.596785571428576,31.939999799999985,31.868738801084746,31.79014984000001,31.634999850000007,31.679479505748592,31.77571401672154,0.625045791044579,33.634997999999996,31.698416599999998,0.618349156612006
2015-04-29,31.6068103230962,29.318098,0.7022683912966249,17.662123845239176,31.696399879999998,31.984494475031383,32.589999399999996,32.247133168716864,31.503311180746852,253544400,3.3834284336574614,0.6346466884417556,32.075001,32.237499,32.095659769400804,32.42768215416865,0.6174133564686628,32.540001000000004,0.6392466815181903,-409786168.5262605,31.849624900000002,32.14624969999999,4.9193481688212435,0.609373861664887,31.39728247424825,31.70555540000001,31.62628554285715,31.990666466666653,31.891143508693613,31.79419984000001,31.630499850000014,31.706175088762556,31.80050666080402,0.6299820962684645,32.897498999999996,31.711749933333333,0.6241819807088056
2015-04-30,31.591234209774434,28.522703000000003,0.7648147130372993,14.469953352236352,31.71409992,31.918114048837918,32.3639994,32.072654410768344,31.493928085931774,332781600,0.724346076458757,0.643098984254161,31.145,32.174999,31.994639798225702,32.047621436112436,0.630666244586374,32.16,0.6467617478878265,-649126629.6100029,31.860874900000006,32.12074969999999,4.968672737478466,0.6255989071982914,31.392977279179693,31.68533322222223,31.64707128571429,31.967166533333323,31.84470939264026,31.77634984000001,31.60931240000001,31.68291536160908,31.767409456881186,0.6396075438617528,32.16,31.68408326666667,0.635348209831411
2015-05-01,31.622759321492754,29.388752,0.8608519704298399,17.945665416628565,31.76119992,31.948531663234306,32.297499200000004,32.10262615426501,31.526257256108654,234050400,2.8965815512288584,0.6564745846040686,31.325001,31.450001,32.02499719844749,32.11091395740829,0.6511440697668281,31.525,0.65872653293007,-529437034.7459047,31.906249850000002,32.22574959999999,4.977647881980435,0.6503749909103598,31.426095778035393,31.67716653333334,31.67921414285715,31.99799979999999,31.87492397782178,31.778849840000007,31.62518735000001,31.713725563741907,31.797737814501758,0.654742380265209,32.532501,31.696166566666665,0.6527668609790851
2015-05-04,31.649697842395547,29.331770000000002,0.8041821763438719,17.716999908533793,31.815699879999997,31.970099981021516,32.09999940000001,32.11578485348955,31.554463418886538,203953200,1.0600675304279579,0.6547196605017559,32.064999,31.252501000000002,32.04374742364155,32.1322756382722,0.6486893674412673,32.375,0.6571020622714685,-655694181.2189105,31.9231248,32.253249499999995,4.97142702813659,0.6474601112739454,31.45546453183793,31.678499800000008,31.715714142857152,32.02883306666666,31.89800667183549,31.774849820000007,31.63831232500001,31.739351865756245,31.822077245824225,0.6528113957585788,32.642502,31.719499866666663,0.6506164649511113
2015-05-05,31.639956533010395,28.670845,0.7893455410750974,15.064487331930865,31.80999988,31.92056674473375,31.861999800000014,31.994733243764173,31.549921574587124,197085600,-0.1666534349129994,0.656392534712828,31.445,31.315001000000002,31.969529120686353,31.904850758848134,0.6513996885265583,32.037498,0.6585600010260392,-849826593.0175798,31.920499799999998,32.2254995,5.011548031994647,0.6507616668229876,31.455250275687423,31.660222066666677,31.721785628571432,32.020499733333324,31.863544697078915,31.738849840000007,31.629937350000006,31.723276817658675,31.79807232673879,0.6547410858646143,32.112499,31.7077499,0.6528845373810795
2015-05-06,31.621056263107448,28.490789000000003,0.8009764328600779,14.341904326351429,31.815799920000003,31.85694143571149,31.680500000000013,31.85978192671614,31.536990245257247,288564000,-0.46974203821654864,0.6606393672747651,30.84,31.905001000000002,31.879900605600557,31.68740083923209,0.6579363655756729,31.639999,0.6623388010055183,-857486903.1910295,31.913124850000003,32.135249699999996,5.068166998692983,0.6586312001500682,31.44729932369968,31.63605542222223,31.70728565714286,31.990999799999994,31.816541335765155,31.703049860000007,31.633062350000007,31.697122605566527,31.76287417662661,0.659560058717999,31.6875,31.6937499,0.6584449791701916
2015-05-07,31.606126738077815,28.667021000000002,0.7437813462880627,14.570569834446179,31.825899960000005,31.805328060881823,31.686000200000013,31.760730849131384,31.527338538941713,175763600,-1.0271744951698554,0.6574029591131036,31.004998999999998,31.58,31.809288154900486,31.56326755948806,0.6531718533898172,31.192498999999998,0.6593920449854079,-821650651.8229717,31.896874950000004,32.024999799999996,5.111371964239127,0.6528859921440655,31.442111154142832,31.617833266666675,31.684357114285714,31.975833199999993,31.77796130993707,31.685399920000005,31.6519374,31.675893627479496,31.733979132973282,0.6559460822500491,31.52,31.709416633333333,0.6543465797653291
2015-05-08,31.6207059703667,29.207123,0.7130250770304501,16.7291722308607,31.848900000000004,31.81482072175022,31.619500600000016,31.786961785652952,31.543758645944248,222201600,0.4091298190401372,0.6559051155772568,31.5275,31.467501000000002,31.821252260537925,31.67717870632538,0.65106612494349,31.67,0.6580042040856998,-599449051.8229717,31.903375000000004,31.9584999,5.0892116122170385,0.6503705524583029,31.460263697117625,31.6245554888889,31.685214285714288,32.02366659999999,31.78773359378807,31.671399940000004,31.671749950000002,31.688621814841746,31.74501280181372,0.6542974301937978,31.905001000000002,31.73758336666667,0.6525081060577482
2015-05-11,31.618720313275638,28.909609000000003,0.669920461624361,15.540107930119817,31.838600000000007,31.792456843488296,31.500500800000008,31.749332370079685,31.54533435699015,168143200,-0.4178163184864022,0.6523850463422067,31.407498999999998,31.502501000000002,31.791095727970685,31.644785804216923,0.6459473207787071,31.8475,0.6547941600039858,-647364810.814889,31.896750000000008,31.800250099999992,5.088372902935055,0.6442558103599709,31.464959238407133,31.62299993333334,31.688214285714288,32.00233326666666,31.771754086573605,31.660699900000004,31.688812475000002,31.68258726957276,31.73436681459993,0.650377544438953,31.889999,31.763166700000003,0.6480793601703841
2015-05-12,31.611343761408534,28.806618,0.6389361692994887,15.128513674197386,31.837200000000003,31.761508667917983,31.504000800000007,31.698090302792465,31.54195029799058,192640000,-0.34045921328711326,0.6493320230901577,31.205,32.237499,31.75064638697435,31.58569086947795,0.6415823767527501,31.4,0.651998256803906,-643623098.8503966,31.891375000000004,31.683000299999996,5.103006741500497,0.6390855379455721,31.465058915332342,31.615944400000004,31.67864288571429,31.984999933333327,31.748350002991025,31.644599940000006,31.694562525000002,31.670638032374274,31.717149665270906,0.6469930808279792,31.719998999999998,31.759000033333336,0.644277064165516
2015-05-13,31.606034358412995,28.838661,0.5771489354395907,15.25656635873045,31.841300040000007,31.73684127097341,31.554000800000004,31.662528611375652,31.54023511112143,138776800,-0.607348162170683,0.6422357559103763,31.467501000000002,32.192501,31.719628213602554,31.5579609129853,0.6311962975276584,31.5375,0.6455582916678279,-752962395.8200934,31.881750050000004,31.6172504,5.068724317846609,0.6267221164277491,31.466527232378134,31.624277733333336,31.673785742857145,31.941500066666663,31.729438541222486,31.627849960000006,31.688125050000004,31.66129708613126,31.703301364285686,0.6390682538072797,31.797501,31.77216673333334,0.6352977194750726
2015-05-14,31.63683751166114,29.511515000000003,0.6087187483516721,17.945665416628565,31.865200040000005,31.784522959452133,31.73850040000001,31.767068682034623,31.57055093237702,180814000,2.2033732265990307,0.6442971391123679,31.790001,32.547501000000004,31.784362061902236,31.784473608656867,0.6346563542767363,31.852501,0.6473470858344712,-572148395.8200934,31.916500000000003,31.7122503,4.940685585822304,0.631053151770639,31.4967614193437,31.661555511111114,31.713571457142866,31.929499999999997,31.768520114974603,31.62989998000001,31.691125025,31.69330830356841,31.73776572788016,0.6414664974620977,32.237499,31.81133336666667,0.6381462989186419
2015-05-15,31.66394304767767,29.470315999999997,0.5509747986813368,17.781033568096593,31.881900080000005,31.82337801093288,31.796000400000008,31.84442001257378,31.597592239664976,152832000,3.2224480961923847,0.6370905137987596,32.052502000000004,32.517502,31.835379429164455,31.92048273910458,0.6241677758008449,32.267502,0.6408001241177818,-591252933.1217744,31.96675005,31.707750499999996,4.866428718640255,0.6186109856998133,31.524045324467476,31.68555555555556,31.745928657142862,31.904333399999995,31.801134029207326,31.64169998000001,31.69906255,31.721041231147943,31.767103487371767,0.6334298100255451,32.372501,31.840083400000005,0.6290563760923948
2015-05-18,31.707043435595832,29.795296,0.5587798389450687,19.07985365407483,31.915300120000005,31.89234210512975,31.989500600000007,31.972252919378548,31.638892620549107,203531600,2.0297836990595783,0.6360440579365648,32.09,32.514998999999996,31.9243946255189,32.12948882606972,0.6230288499408166,32.095001,0.6397841216354261,-479137378.77736527,31.999125100000004,31.7450007,4.758796783348465,0.6174665462718206,31.564180841155025,31.722222266666673,31.79550011428572,31.863333599999994,31.85854687311446,31.659650000000006,31.725875075000005,31.766955662750835,31.817451713992945,0.6323440647749063,32.68,31.863750100000004,0.627940479632612
2015-05-19,31.746577999713107,29.767832000000002,0.5090240711560563,18.970097868837478,31.953000160000006,31.95188114273644,32.19950080000001,32.071389115855176,31.677093028351322,178532800,2.489956583722116,0.6287986566490857,32.41,32.8475,31.998533047329037,32.258826550713145,0.612594588276123,32.672501000000004,0.6331884592027177,-533847139.0736208,32.03862515000001,31.851750799999998,4.681464812552029,0.6051679244209481,31.60156598463914,31.75066677777778,31.821928714285715,31.855167133333328,31.909235729028733,31.674300040000002,31.743750125000002,31.808652681486898,31.862616248574046,0.6242854881555339,32.720001,31.89758346666667,0.6188564945002518
2015-05-20,31.78406195094661,29.765543,0.4892192569248458,18.96094027256927,31.985800120000004,32.005511414856784,32.402000400000006,32.15204545842696,31.71352372277083,145819600,1.119577083488634,0.6239364642791061,32.334998999999996,33.134997999999996,32.06309129141291,32.34421736714209,0.6058414353335857,32.5,0.6287246900186634,-551630017.1224027,32.05662515000001,31.978000599999994,4.642691187712382,0.5973612074441104,31.63738688720231,31.767444533333336,31.862142971428568,31.878833733333327,31.955832903718832,31.702050000000003,31.764812575,31.84789414362651,31.904705458343464,0.6189283509516457,32.744999,31.934750100000006,0.612889166085959
