date,open,high,low,close,adj_close,volume,current_ratio,long-term_debt_to_capital,debt_to_equity_ratio,gross_margin,operating_margin,ebit_margin,ebitda_margin,pre-tax_profit_margin,net_profit_margin,asset_turnover,inventory_turnover_ratio,receiveable_turnover,days_sales_in_receivables,roe_-_return_on_equity,return_on_tangible_equity,roa_-_return_on_assets,roi_-_return_on_investment,book_value_per_share,operating_cash_flow_per_share,free_cash_flow_per_share,is_day_start_market,is_day_end_market,day_of_week,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,ATR_14,ADX_14,CCI_14,ROC_10,RSI_14
2016-05-16,23.0975,23.5975,22.9125,23.469999,21.925322,245039200,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,1,0,1,23.033499599999974,23.21974979999998,24.299249849999995,25.76020000000001,23.102949821263085,23.37393187642,24.121912612347554,25.08304180954876,0.5540440368163496,43.66115189909879,-12.18071450587059,0.25629645450662153,37.74504729265454
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.834238,187667600,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,2,23.036999399999974,23.17749969999998,24.131499749999996,25.718299960000014,23.192799547508724,23.373671353434545,24.050539887362074,25.015961699370376,0.5446478913294676,42.78012698131613,33.86058070229391,-1.775587308258042,36.88298831545415
2016-05-18,23.540001,23.8025,23.4725,23.639999,22.084131,168249600,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,3,23.139498999999976,23.18674949999998,23.974374749999992,25.685949940000015,23.34186603167248,23.42209456190099,24.011440755232353,24.96200237782644,0.5364588276630768,41.64590366686317,107.13688191697753,0.39281450715300537,40.87293575865991
2016-05-19,23.66,23.66,23.3925,23.549999,22.000053,121768400,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,4,23.332498999999977,23.21074949999998,23.827249699999992,25.651349900000014,23.411243687781653,23.44534991428263,23.9674939214007,24.90662969634305,0.5172474828300001,40.70894934731753,69.31118816214638,1.0296010737709471,39.95771719271201
2016-05-20,23.66,23.8575,23.629999,23.805,22.238272,128104000,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,1,5,23.567499199999975,23.27324949999998,23.696499699999993,25.621599900000014,23.542495791854435,23.510740838958515,23.952018309838728,24.863428531780578,0.5022655911992859,39.32584813118898,115.51040612009635,2.6962899050905875,43.79768224940178
2016-05-23,23.967501,24.297501,23.9175,24.1075,22.520861,152074400,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,1,0,1,23.694999399999976,23.364249499999982,23.588374699999996,25.592449880000018,23.730830527902956,23.619242504602422,23.966826089854088,24.83378427563232,0.5015681203993371,37.01676473969547,177.6667891421534,3.922836512555228,48.04274806723847
2016-05-24,24.305,24.522499,24.209999,24.475,22.864182,140560800,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,2,23.915499599999976,23.476249499999984,23.507749699999998,25.569349900000017,23.97888701860197,23.77483477649289,24.01522360510608,24.819714304038893,0.49538461179938426,34.405420283310136,193.40468783036704,4.795546992078781,52.71543072601901
2016-05-25,24.6675,24.934999,24.5275,24.905001,23.265877,152675200,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,3,24.168499999999973,23.653999499999983,23.530249749999996,25.54454992000002,24.28759167906798,23.980319544403276,24.09996430938169,24.823058880351095,0.4928570680994282,32.68794664817791,190.3186995831285,7.68565527248275,57.528424418093934
2016-05-26,24.92,25.182501,24.66,25.102501,23.450378,225324800,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,4,24.479000399999975,23.90574969999998,23.5999998,25.516749940000018,24.559228119378652,24.184352536329953,24.19544399420248,24.83401739484713,0.4949744918066118,31.50971699375833,163.80881298480423,11.146788184493616,59.56426387271748
2016-05-27,24.860001,25.1175,24.8125,25.0875,23.436363,145364800,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,1,5,24.735500399999978,24.151499799999982,23.682624849999996,25.48949992000002,24.735318746252435,24.348561166088142,24.28040170904034,24.84395788916685,0.48140488524899666,30.41564660036872,130.2026678294831,10.859483467056252,59.33163198595965
2016-05-31,24.9,25.1,24.705,24.965,23.321924,169228800,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,2,24.90700039999998,24.300999899999983,23.760374849999994,25.459199920000017,24.81187916416829,24.460640954072115,24.345601546274594,24.848704638611288,0.4752331077312114,29.136357667226672,99.12538311623652,6.369838362583646,57.3614596387059
2016-06-01,24.754999,24.885,24.5825,24.615,22.994963,116693200,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,3,24.935000399999975,24.425249999999984,23.801374849999995,25.42194990000002,24.746252776112193,24.488706235149913,24.37125854186749,24.83953975082261,0.46860931432183917,27.647231605200208,66.05498954696785,5.316081091713798,52.04398855849755
2016-06-02,24.4,24.459999,24.157499,24.43,22.822144,160766400,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,4,24.840000199999974,24.504250099999986,23.845499799999992,25.376949900000017,24.640835184074795,24.478032374213566,24.37685296645154,24.823479368437408,0.46781586329885044,26.030557242426223,25.06650722614298,3.3417979417004195,49.43536703674516
2016-06-03,24.4475,24.567499,24.362499,24.48,22.868847,114019600,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,1,5,24.715499999999974,24.597250199999984,23.903999849999995,25.33589992000002,24.587223456049863,24.478390124356554,24.386676493456157,24.810009589283,0.449043301634647,24.28648966397111,28.767372868145586,3.9490489999596257,50.16244368910707
2016-06-06,24.497499,25.4725,24.387501,24.657499,23.034662,93170000,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,1,0,1,24.629499799999973,24.68250009999998,23.977874799999995,25.30069990000002,24.610648637366577,24.510955374473546,24.412469113127,24.804028781860136,0.49446870866074366,24.08358903622642,69.11359141094965,3.581176223482463,52.75936990783254
2016-06-07,24.8125,24.967501,24.74,24.7575,23.128084,89638000,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,2,24.58799979999997,24.74750009999998,24.055874799999994,25.269899880000015,24.659599091577718,24.555781670023812,24.445329197591093,24.802204123747973,0.481292515184976,23.895181310463496,59.30123142133406,2.696256351757742,54.20712111177999
2016-06-08,24.754999,24.889999,24.67,24.735001,23.107069,83392400,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,3,24.611999999999973,24.77350019999998,24.124874849999994,25.226199900000015,24.684733061051812,24.588367002746754,24.472916988296703,24.799568707130405,0.46262869267176326,23.54716249031049,42.40945894490893,1.0623125638406394,53.807576533816714
2016-06-09,24.625,24.997499,24.615,24.9125,23.272882,106405600,1.3116,0.3527,0.6712,38.0235,23.8562,23.8562,0.0,24.7155,18.405,0.1386,14.3375,2.2245,40.4594,6.1608,6.6195,2.551,3.9881,5.866,0.5077,0.376,0,0,4,24.70849999999997,24.774250099999982,24.214124799999997,25.176649920000013,24.760655374034542,24.64730027497462,24.51478203703035,24.803997385282155,0.4569051431952089,23.408756488045526,49.64181046688342,0.03011041838545392,56.52976544388193
