date,open,high,low,close,adj_close,volume,current_ratio,long-term_debt_to_capital,debt_to_equity_ratio,gross_margin,operating_margin,ebit_margin,ebitda_margin,pre-tax_profit_margin,net_profit_margin,asset_turnover,inventory_turnover_ratio,receiveable_turnover,days_sales_in_receivables,roe_-_return_on_equity,return_on_tangible_equity,roa_-_return_on_assets,roi_-_return_on_investment,book_value_per_share,operating_cash_flow_per_share,free_cash_flow_per_share,is_day_start_market,is_day_end_market,day_of_week,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,ATR_14,ADX_14,CCI_14,ROC_10,RSI_14
2015-01-27,28.105,28.120001,27.2575,27.285,24.776114,382274800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,2,27.858500400000004,27.468000199999995,,,27.701280399802048,27.577509702517244,,,0.7529277711370262,,7.598235090841668,-0.1006864988558398,48.57352193583076
2015-01-28,29.407499,29.530001,28.827499,28.827499,26.176777,585908400,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,3,28.146500000000003,27.595250099999994,,,28.076686599868033,27.804780483877746,,,0.8595044303415242,,204.52689952442583,4.618033024859369,59.51561054989873
2015-01-29,29.08,29.797501,28.889999,29.725,26.991747,337745600,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,4,28.471500000000002,27.822749999999996,,,28.626124399912023,28.153911304990885,,,0.8673971138885583,,187.61433903981353,8.287792047803567,64.2781842007474
2015-01-30,29.6,30.0,29.2125,29.290001,26.59675,334982000,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,1,5,28.680500000000002,28.0812501,27.660375199999997,,28.847416599941347,28.360473067719816,27.660375199999997,,0.8616901771822328,,147.0728400072845,9.679838981464162,60.55962024920605
2015-02-02,29.512501,29.7925,29.02,29.657499,26.930452,250956400,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,1,0,1,28.9569998,28.397250099999997,27.77662515,,29.117444066627566,28.596295964498033,27.850577466666664,,0.8553194502406448,,115.99681883909062,11.925653813591985,62.53171110712709
2015-02-03,29.625,29.772499,29.4025,29.6625,26.934996,207662800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,2,29.4324998,28.6455001,27.931625150000002,,29.29912937775171,28.79015124368021,28.023141517460314,,0.8206537037948844,,103.97653678118834,9.133554083885208,62.55914693851812
2015-02-04,29.625,30.127501,29.577499,29.889999,27.141579,280598800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,3,29.6449998,28.8957499,28.09787505,,29.49608591850114,28.990123563011082,28.200937468178378,,0.801321439238107,,102.45277310081892,9.13737255545879,63.85573201749515
2015-02-05,30.004999,30.057501,29.8125,29.985001,27.335304,168984800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,4,29.697000000000003,29.084249999999997,28.2502501,,29.659057612334095,29.17101036973634,28.37084828073282,,0.7615842650068135,,92.49443744649007,6.70818861209963,64.41000178408743
2015-02-06,30.004999,30.0625,29.612499,29.7325,27.105112,174826400,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,1,5,29.785499800000004,29.2329999,28.3382501,,29.68353840822273,29.273099393420644,28.5005293968535,,0.7393283175063269,,73.5583754200768,5.26641510828767,61.70171870967545
2015-02-09,29.637501,29.959999,29.6075,29.93,27.28516,155559200,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,1,0,1,29.840000000000003,29.3984999,28.434625049999994,,29.76569227214849,29.39253586734416,28.636669454296026,,0.7116976519701605,,69.47779750296777,5.853227232537583,63.01178362154486
2015-02-10,30.0425,30.5375,30.040001,30.504999,27.809347,248034000,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,2,30.008499800000003,29.7204998,28.594249999999995,,30.01212784809899,29.594801891463405,28.814605601505928,,0.7042549625437207,,107.39940370572114,11.801352391423858,66.59452794259225
2015-02-11,30.692499,31.23,30.625,31.219999,28.461166,294247200,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,3,30.2744998,29.959749799999997,28.77749995,,30.414751565399328,29.890292274833694,29.043690687076793,,0.7057368223620263,26.492708032856743,162.31276486704238,8.299367211841723,70.4300669488907
2015-02-12,31.514999,31.870001,31.3925,31.615,28.821255,297898000,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,4,30.6004996,30.148749799999997,28.985749899999995,,30.814834376932886,30.203875497591206,29.288577288307575,,0.7017557636218814,28.210510499591724,192.90985169267418,6.358284272497894,72.32083645288047
2015-02-13,31.82,31.82,31.4125,31.77,28.962564,217088800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,1,5,31.007999599999998,30.396749699999994,29.238999899999992,,31.13322291795526,30.48862540712008,29.52490326084971,,0.6807374947917469,29.805612790131352,161.8127230934839,8.467049898700928,73.04908552518161
2015-02-17,31.872499,32.220001,31.73,31.9575,29.133495,252609600,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,2,31.4134996,30.626749799999992,29.511999949999996,,31.407981945303504,30.755693514916427,29.756579140768785,,0.6671134594494795,31.57501849077166,147.66628270392775,7.755208893372956,73.9422235696847
2015-02-18,31.907499,32.195,31.862499,32.18,29.336334,179566800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,3,31.7484998,30.878499799999993,29.761999949999996,,31.665321296869003,31.01465833038617,29.987381127362234,,0.6432125694888026,33.21803806993766,124.21192996071741,8.487147071217871,75.00094593063044
2015-02-19,32.119999,32.2575,32.0825,32.112499,29.274794,149449600,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,4,31.926999799999997,31.100749799999996,29.99824984999999,,31.814380531246,31.21426572486141,30.189773305708687,,0.6097688145253165,34.79097102795879,105.53922121194019,7.435597438460939,74.01840795138926
2015-02-20,32.154999,32.375,32.012501,32.375,29.514103,195793600,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,1,5,32.0789998,31.33974969999999,30.21199984999999,,32.00125368749733,31.425308320341152,30.397890133736432,,0.5921066849163653,36.34316225396384,95.6058258323115,7.970648391840962,75.36972514586581
2015-02-23,32.505001,33.25,32.415001,33.25,30.311783,283896400,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,1,0,1,32.3749998,31.69149969999999,30.462249799999988,,32.417502458331555,31.757070443915488,30.669519644809153,,0.6123133502794821,38.36477152928233,123.5136171576198,11.830488522660376,79.24480108435897
2015-02-24,33.235001,33.400002,32.7925,33.0425,30.122614,276912400,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,2,32.59199979999999,32.002749699999995,30.700624799999993,,32.625834972221035,31.990784908658124,30.895517773874946,,0.6119696824023765,40.326189085958,114.06710488492205,10.399264951553612,76.18376721400747
2015-02-25,32.889999,32.900002,32.037498,32.197498,29.352283,298846800,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,3,32.59549939999999,32.17199959999999,30.946249699999992,,32.48305598148069,32.02836910708392,31.019515890648762,,0.6400434193736351,40.33431895874428,61.54420700936286,5.54826767901222,65.14756036756597
2015-02-26,32.197498,32.717499,31.6525,32.605,29.72378,365150000,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,0,4,32.69399959999999,32.310499699999994,31.135124749999996,,32.52370398765379,32.133211087614114,31.170514377253642,,0.6703973894183752,39.5639678454864,52.19599842347558,4.436262153627868,67.58618119428661
2015-02-27,32.5,32.642502,32.060001,32.115002,29.277081,248059200,1.156,0.237,0.3401,40.7792,31.5084,31.5084,0.0,32.0014,23.3908,0.2221,14.3381,3.1937,28.1807,10.5181,11.2855,5.195,8.0253,5.597,0.8291,0.7265,0,1,5,32.64199999999999,32.36049989999999,31.254624849999992,,32.387469991769194,32.129900344411546,31.26046557941996,,0.6641190758884914,38.84864181174695,40.69352206392415,1.5815340819231416,61.971176991497636
